flightTime,trackId,state,battery,speed,alarm,detector_type,range_type,detect_range,yaw_angle,pitch_angle,center_point
2026-07-21 08:00:00.000,drone_003,TAKEOFF,100.0,162.40,正常,光测,扇形,22000.0,18.0,20.0,机头
2026-07-21 08:00:01.000,drone_003,TAKEOFF,99.9,162.42,正常,光测,扇形,22000.0,18.0,20.0,机头
2026-07-21 08:00:02.000,drone_003,TAKEOFF,99.8,162.44,正常,光测,扇形,22000.0,18.0,20.0,机头
2026-07-21 08:00:03.000,drone_003,TAKEOFF,99.8,162.50,正常,光测,扇形,22000.0,18.0,20.0,机头
2026-07-21 08:00:04.000,drone_003,TAKEOFF,99.7,162.54,正常,光测,扇形,22000.0,18.0,20.0,机头
2026-07-21 08:00:05.000,drone_003,TAKEOFF,99.6,162.62,正常,光测,扇形,22000.0,18.0,20.0,机头
2026-07-21 08:00:06.000,drone_003,TAKEOFF,99.5,162.36,正常,光测,扇形,22000.0,18.0,20.0,机头
2026-07-21 08:00:07.000,drone_003,TAKEOFF,99.5,162.47,正常,光测,扇形,22000.0,18.0,20.0,机头
2026-07-21 08:00:08.000,drone_003,TAKEOFF,99.4,162.21,正常,光测,扇形,22000.0,18.0,20.0,机头
2026-07-21 08:00:09.000,drone_003,TAKEOFF,99.3,162.38,正常,光测,扇形,22000.0,18.0,20.0,机头
2026-07-21 08:00:10.000,drone_003,TAKEOFF,99.2,162.15,正常,光测,扇形,22000.0,18.0,20.0,机头
2026-07-21 08:00:11.000,drone_003,TAKEOFF,99.2,162.31,正常,光测,扇形,22000.0,18.0,20.0,机头
2026-07-21 08:00:12.000,drone_003,TAKEOFF,99.1,162.15,正常,光测,扇形,22000.0,18.0,20.0,机头
2026-07-21 08:00:13.000,drone_003,TAKEOFF,99.0,162.30,正常,光测,扇形,22000.0,18.0,20.0,机头
2026-07-21 08:00:14.000,drone_003,TAKEOFF,99.0,162.21,正常,光测,扇形,22000.0,18.0,20.0,机头
2026-07-21 08:00:15.000,drone_003,TAKEOFF,98.9,162.04,正常,光测,扇形,22000.0,18.0,20.0,机头
