flightTime,trackId,state,battery,speed,alarm,detector_type,range_type,detect_range,yaw_angle,pitch_angle,center_point
2026-07-21 08:00:00.000,drone_002,TAKEOFF,100.0,61.72,正常,电测,锥形,18000.0,20.5,18.3,机头
2026-07-21 08:00:01.000,drone_002,TAKEOFF,99.9,61.98,正常,电测,锥形,18000.0,20.5,18.3,机头
2026-07-21 08:00:02.000,drone_002,TAKEOFF,99.8,62.24,正常,电测,锥形,18000.0,20.5,18.3,机头
2026-07-21 08:00:03.000,drone_002,TAKEOFF,99.8,61.98,正常,电测,锥形,18000.0,20.5,18.3,机头
2026-07-21 08:00:04.000,drone_002,TAKEOFF,99.7,62.50,正常,电测,锥形,18000.0,20.5,18.3,机头
2026-07-21 08:00:05.000,drone_002,TAKEOFF,99.6,62.76,正常,电测,锥形,18000.0,20.5,18.3,机头
2026-07-21 08:00:06.000,drone_002,TAKEOFF,99.5,62.76,正常,电测,锥形,18000.0,20.5,18.3,机头
2026-07-21 08:00:07.000,drone_002,TAKEOFF,99.5,63.02,正常,电测,锥形,18000.0,20.5,18.3,机头
2026-07-21 08:00:08.000,drone_002,TAKEOFF,99.4,63.29,正常,电测,锥形,18000.0,20.5,18.3,机头
2026-07-21 08:00:09.000,drone_002,TAKEOFF,99.3,63.54,正常,电测,锥形,18000.0,20.5,18.3,机头
2026-07-21 08:00:10.000,drone_002,TAKEOFF,99.2,63.55,正常,电测,锥形,18000.0,20.5,18.3,机头
2026-07-21 08:00:11.000,drone_002,TAKEOFF,99.2,63.82,正常,电测,锥形,18000.0,20.5,18.3,机头
2026-07-21 08:00:12.000,drone_002,TAKEOFF,99.1,64.08,正常,电测,锥形,18000.0,20.5,18.3,机头
2026-07-21 08:00:13.000,drone_002,TAKEOFF,99.0,64.09,正常,电测,锥形,18000.0,20.5,18.3,机头
2026-07-21 08:00:14.000,drone_002,TAKEOFF,99.0,64.34,正常,电测,锥形,18000.0,20.5,18.3,机头
2026-07-21 08:00:15.000,drone_002,TAKEOFF,98.9,64.36,正常,电测,锥形,18000.0,20.5,18.3,机头
2026-07-21 08:00:16.000,drone_002,TAKEOFF,98.8,64.88,正常,电测,锥形,18000.0,20.5,18.3,机头
2026-07-21 08:00:17.000,drone_002,TAKEOFF,98.7,65.15,正常,电测,锥形,18000.0,20.5,18.3,机头
2026-07-21 08:00:18.000,drone_002,TAKEOFF,98.7,65.15,正常,电测,锥形,18000.0,20.5,18.3,机头
2026-07-21 08:00:19.000,drone_002,TAKEOFF,98.6,65.43,正常,电测,锥形,18000.0,20.5,18.3,机头
