time,longitude,latitude,height,divergence_angle,pitch_angle,roll_angle
08:00:00.000,104.1,30.7,0.0,0.0,0.0,0.0
08:00:00.100,104.1,30.700011,0.138893,0.0,0.0,0.0
08:00:00.200,104.1,30.700021,0.277785,0.0,0.0,0.0
08:00:00.300,104.1,30.700032,0.416678,0.0,0.0,0.0
08:00:00.400,104.1,30.700042,0.555571,0.0,0.0,0.0
08:00:00.500,104.1,30.700053,0.694464,0.0,0.0,0.0
08:00:00.600,104.1,30.700064,0.833356,0.0,0.0,0.0
08:00:00.700,104.1,30.700074,0.972249,0.0,0.0,0.0
08:00:00.800,104.1,30.700085,1.111142,0.0,0.0,0.0
08:00:00.900,104.1,30.700095,1.250035,0.0,0.0,0.0
08:00:01.000,104.1,30.700106,1.388927,0.0,0.0,0.0
08:00:01.100,104.1,30.700117,1.52782,0.0,0.0,0.0
08:00:01.200,104.1,30.700127,1.666713,0.0,0.0,0.0
08:00:01.300,104.1,30.700138,1.805606,0.0,0.0,0.0
08:00:01.400,104.1,30.700148,1.944498,0.0,0.0,0.0
08:00:01.500,104.1,30.700159,2.083391,0.0,0.0,0.0
08:00:01.600,104.1,30.700169,2.222284,0.0,0.0,0.0
08:00:01.700,104.1,30.70018,2.361177,0.0,0.0,0.0
08:00:01.800,104.1,30.700191,2.500069,0.0,0.0,0.0
08:00:01.900,104.1,30.700201,2.638962,0.0,0.0,0.0
08:00:02.000,104.1,30.700212,2.777855,0.0,0.0,0.0
08:00:02.100,104.1,30.700222,2.916748,0.0,0.0,0.0
08:00:02.200,104.1,30.700233,3.05564,0.0,0.0,0.0
08:00:02.300,104.1,30.700244,3.194533,0.0,0.0,0.0
08:00:02.400,104.1,30.700254,3.333426,0.0,0.0,0.0
08:00:02.500,104.1,30.700265,3.472319,0.0,0.0,0.0
08:00:02.600,104.1,30.700275,3.611211,0.0,0.0,0.0
08:00:02.700,104.1,30.700286,3.750104,0.0,0.0,0.0
08:00:02.800,104.1,30.700297,3.888997,0.0,0.0,0.0
08:00:02.900,104.1,30.700307,4.02789,0.0,0.0,0.0
08:00:03.000,104.1,30.700318,4.166782,0.0,0.0,0.0
08:00:03.100,104.1,30.700328,4.305675,0.0,0.0,0.0
08:00:03.200,104.1,30.700339,4.444568,0.0,0.0,0.0
08:00:03.300,104.1,30.70035,4.583461,0.0,0.0,0.0
08:00:03.400,104.1,30.70036,4.722353,0.0,0.0,0.0
08:00:03.500,104.1,30.700371,4.861246,0.0,0.0,0.0
08:00:03.600,104.1,30.700381,5.000139,0.0,0.0,0.0
08:00:03.700,104.1,30.700392,5.139032,0.0,0.0,0.0
08:00:03.800,104.1,30.700403,5.277924,0.0,0.0,0.0
08:00:03.900,104.1,30.700413,5.416817,0.0,0.0,0.0
08:00:04.000,104.1,30.700424,5.55571,0.0,0.0,0.0
08:00:04.100,104.1,30.700434,5.694603,0.0,0.0,0.0
08:00:04.200,104.1,30.700445,5.833495,0.0,0.0,0.0
08:00:04.300,104.1,30.700456,5.972388,0.0,0.0,0.0
08:00:04.400,104.1,30.700466,6.111281,0.0,0.0,0.0
08:00:04.500,104.1,30.700477,6.250174,0.0,0.0,0.0
08:00:04.600,104.1,30.700487,6.389066,0.0,0.0,0.0
08:00:04.700,104.1,30.700498,6.527959,0.0,0.0,0.0
08:00:04.800,104.1,30.700508,6.666852,0.0,0.0,0.0
08:00:04.900,104.1,30.700519,6.805745,0.0,0.0,0.0
08:00:05.000,104.1,30.70053,6.944637,0.0,0.0,0.0
08:00:05.100,104.1,30.70054,7.08353,0.0,0.0,0.0
08:00:05.200,104.1,30.700551,7.222423,0.0,0.0,0.0
08:00:05.300,104.1,30.700561,7.361316,0.0,0.0,0.0
08:00:05.400,104.1,30.700572,7.500208,0.0,0.0,0.0
08:00:05.500,104.1,30.700583,7.639101,0.0,0.0,0.0
08:00:05.600,104.1,30.700593,7.777994,0.0,0.0,0.0
08:00:05.700,104.1,30.700604,7.916887,0.0,0.0,0.0
08:00:05.800,104.1,30.700614,8.055779,0.0,0.0,0.0
08:00:05.900,104.1,30.700625,8.194672,0.0,0.0,0.0
08:00:06.000,104.1,30.700636,8.333565,0.0,0.0,0.0
08:00:06.100,104.1,30.700646,8.472458,0.0,0.0,0.0
08:00:06.200,104.1,30.700657,8.61135,0.0,0.0,0.0
08:00:06.300,104.1,30.700667,8.750243,0.0,0.0,0.0
08:00:06.400,104.1,30.700678,8.889136,0.0,0.0,0.0
08:00:06.500,104.1,30.700689,9.028029,0.0,0.0,0.0
08:00:06.600,104.1,30.700699,9.166921,0.0,0.0,0.0
08:00:06.700,104.1,30.70071,9.305814,0.0,0.0,0.0
08:00:06.800,104.1,30.70072,9.444707,0.0,0.0,0.0
08:00:06.900,104.1,30.700731,9.5836,0.0,0.0,0.0
08:00:07.000,104.1,30.700742,9.722492,0.0,0.0,0.0
08:00:07.100,104.1,30.700752,9.861385,0.0,0.0,0.0
08:00:07.200,104.1,30.700763,10.000278,0.0,0.0,0.0
08:00:07.300,104.1,30.700773,10.139171,0.0,0.0,0.0
08:00:07.400,104.1,30.700784,10.278063,0.0,0.0,0.0
08:00:07.500,104.1,30.700795,10.416956,0.0,0.0,0.0
08:00:07.600,104.1,30.700805,10.555849,0.0,0.0,0.0
08:00:07.700,104.1,30.700816,10.694742,0.0,0.0,0.0
08:00:07.800,104.1,30.700826,10.833634,0.0,0.0,0.0
08:00:07.900,104.1,30.700837,10.972527,0.0,0.0,0.0
08:00:08.000,104.1,30.700847,11.11142,0.0,0.0,0.0
08:00:08.100,104.1,30.700858,11.250313,0.0,0.0,0.0
08:00:08.200,104.1,30.700869,11.389205,0.0,0.0,0.0
08:00:08.300,104.1,30.700879,11.528098,0.0,0.0,0.0
08:00:08.400,104.1,30.70089,11.666991,0.0,0.0,0.0
08:00:08.500,104.1,30.7009,11.805883,0.0,0.0,0.0
08:00:08.600,104.1,30.700911,11.944776,0.0,0.0,0.0
08:00:08.700,104.1,30.700922,12.083669,0.0,0.0,0.0
08:00:08.800,104.1,30.700932,12.222562,0.0,0.0,0.0
08:00:08.900,104.1,30.700943,12.361454,0.0,0.0,0.0
08:00:09.000,104.1,30.700953,12.500347,0.0,0.0,0.0
08:00:09.100,104.1,30.700964,12.63924,0.0,0.0,0.0
08:00:09.200,104.1,30.700975,12.778133,0.0,0.0,0.0
08:00:09.300,104.1,30.700985,12.917025,0.0,0.0,0.0
08:00:09.400,104.1,30.700996,13.055918,0.0,0.0,0.0
08:00:09.500,104.1,30.701006,13.194811,0.0,0.0,0.0
08:00:09.600,104.1,30.701017,13.333704,0.0,0.0,0.0
08:00:09.700,104.1,30.701028,13.472596,0.0,0.0,0.0
08:00:09.800,104.1,30.701038,13.611489,0.0,0.0,0.0
08:00:09.900,104.1,30.701049,13.750382,0.0,0.0,0.0
08:00:10.000,104.1,30.701059,13.889275,0.0,0.0,0.0
08:00:10.100,104.1,30.70107,14.028167,0.0,0.0,0.0
08:00:10.200,104.1,30.701081,14.16706,0.0,0.0,0.0
08:00:10.300,104.1,30.701091,14.305953,0.0,0.0,0.0
08:00:10.400,104.1,30.701102,14.444846,0.0,0.0,0.0
08:00:10.500,104.1,30.701112,14.583738,0.0,0.0,0.0
08:00:10.600,104.1,30.701123,14.722631,0.0,0.0,0.0
08:00:10.700,104.1,30.701133,14.861524,0.0,0.0,0.0
08:00:10.800,104.1,30.701144,15.000417,0.0,0.0,0.0
08:00:10.900,104.1,30.701155,15.139309,0.0,0.0,0.0
08:00:11.000,104.1,30.701165,15.278202,0.0,0.0,0.0
08:00:11.100,104.1,30.701176,15.417095,0.0,0.0,0.0
08:00:11.200,104.1,30.701186,15.555988,0.0,0.0,0.0
08:00:11.300,104.1,30.701197,15.69488,0.0,0.0,0.0
08:00:11.400,104.1,30.701208,15.833773,0.0,0.0,0.0
08:00:11.500,104.1,30.701218,15.972666,0.0,0.0,0.0
08:00:11.600,104.1,30.701229,16.111559,0.0,0.0,0.0
08:00:11.700,104.1,30.701239,16.250451,0.0,0.0,0.0
08:00:11.800,104.1,30.70125,16.389344,0.0,0.0,0.0
08:00:11.900,104.1,30.701261,16.528237,0.0,0.0,0.0
08:00:12.000,104.1,30.701271,16.66713,0.0,0.0,0.0
08:00:12.100,104.1,30.701282,16.806022,0.0,0.0,0.0
08:00:12.200,104.1,30.701292,16.944915,0.0,0.0,0.0
08:00:12.300,104.1,30.701303,17.083808,0.0,0.0,0.0
08:00:12.400,104.1,30.701314,17.222701,0.0,0.0,0.0
08:00:12.500,104.1,30.701324,17.361593,0.0,0.0,0.0
08:00:12.600,104.1,30.701335,17.500486,0.0,0.0,0.0
08:00:12.700,104.1,30.701345,17.639379,0.0,0.0,0.0
08:00:12.800,104.1,30.701356,17.778272,0.0,0.0,0.0
08:00:12.900,104.1,30.701367,17.917164,0.0,0.0,0.0
08:00:13.000,104.1,30.701377,18.056057,0.0,0.0,0.0
08:00:13.100,104.1,30.701388,18.19495,0.0,0.0,0.0
08:00:13.200,104.1,30.701398,18.333843,0.0,0.0,0.0
08:00:13.300,104.1,30.701409,18.472735,0.0,0.0,0.0
08:00:13.400,104.1,30.70142,18.611628,0.0,0.0,0.0
08:00:13.500,104.1,30.70143,18.750521,0.0,0.0,0.0
08:00:13.600,104.1,30.701441,18.889414,0.0,0.0,0.0
08:00:13.700,104.1,30.701451,19.028306,0.0,0.0,0.0
08:00:13.800,104.1,30.701462,19.167199,0.0,0.0,0.0
08:00:13.900,104.1,30.701472,19.306092,0.0,0.0,0.0
08:00:14.000,104.1,30.701483,19.444985,0.0,0.0,0.0
08:00:14.100,104.1,30.701494,19.583877,0.0,0.0,0.0
08:00:14.200,104.1,30.701504,19.72277,0.0,0.0,0.0
