time,longitude,latitude,height,divergence_angle,pitch_angle,roll_angle
08:00:00.000,104.0667,30.6667,0.0,0.0,0.0,0.0
08:00:00.100,104.066739,30.666683,0.138893,0.0,0.0,0.0
08:00:00.200,104.066778,30.666666,0.277785,0.0,0.0,0.0
08:00:00.300,104.066818,30.666649,0.416678,0.0,0.0,0.0
08:00:00.400,104.066857,30.666632,0.555571,0.0,0.0,0.0
08:00:00.500,104.066896,30.666615,0.694464,0.0,0.0,0.0
08:00:00.600,104.066935,30.666598,0.833356,0.0,0.0,0.0
08:00:00.700,104.066974,30.666581,0.972249,0.0,0.0,0.0
08:00:00.800,104.067013,30.666564,1.111142,0.0,0.0,0.0
08:00:00.900,104.067053,30.666547,1.250035,0.0,0.0,0.0
08:00:01.000,104.067092,30.66653,1.388927,0.0,0.0,0.0
08:00:01.100,104.067131,30.666512,1.52782,0.0,0.0,0.0
08:00:01.200,104.06717,30.666495,1.666713,0.0,0.0,0.0
08:00:01.300,104.067209,30.666478,1.805606,0.0,0.0,0.0
08:00:01.400,104.067249,30.666461,1.944498,0.0,0.0,0.0
08:00:01.500,104.067288,30.666444,2.083391,0.0,0.0,0.0
08:00:01.600,104.067327,30.666427,2.222284,0.0,0.0,0.0
08:00:01.700,104.067366,30.66641,2.361177,0.0,0.0,0.0
08:00:01.800,104.067405,30.666393,2.500069,0.0,0.0,0.0
08:00:01.900,104.067444,30.666376,2.638962,0.0,0.0,0.0
08:00:02.000,104.067484,30.666359,2.777855,0.0,0.0,0.0
08:00:02.100,104.067523,30.666342,2.916748,0.0,0.0,0.0
08:00:02.200,104.067562,30.666325,3.05564,0.0,0.0,0.0
08:00:02.300,104.067601,30.666308,3.194533,0.0,0.0,0.0
08:00:02.400,104.06764,30.666291,3.333426,0.0,0.0,0.0
08:00:02.500,104.06768,30.666274,3.472319,0.0,0.0,0.0
08:00:02.600,104.067719,30.666257,3.611211,0.0,0.0,0.0
08:00:02.700,104.067758,30.66624,3.750104,0.0,0.0,0.0
08:00:02.800,104.067797,30.666223,3.888997,0.0,0.0,0.0
08:00:02.900,104.067836,30.666206,4.02789,0.0,0.0,0.0
08:00:03.000,104.067875,30.666189,4.166782,0.0,0.0,0.0
08:00:03.100,104.067915,30.666172,4.305675,0.0,0.0,0.0
08:00:03.200,104.067954,30.666154,4.444568,0.0,0.0,0.0
08:00:03.300,104.067993,30.666137,4.583461,0.0,0.0,0.0
08:00:03.400,104.068032,30.66612,4.722353,0.0,0.0,0.0
08:00:03.500,104.068071,30.666103,4.861246,0.0,0.0,0.0
08:00:03.600,104.068111,30.666086,5.000139,0.0,0.0,0.0
08:00:03.700,104.06815,30.666069,5.139032,0.0,0.0,0.0
08:00:03.800,104.068189,30.666052,5.277924,0.0,0.0,0.0
08:00:03.900,104.068228,30.666035,5.416817,0.0,0.0,0.0
08:00:04.000,104.068267,30.666018,5.55571,0.0,0.0,0.0
08:00:04.100,104.068306,30.666001,5.694603,0.0,0.0,0.0
08:00:04.200,104.068346,30.665984,5.833495,0.0,0.0,0.0
08:00:04.300,104.068385,30.665967,5.972388,0.0,0.0,0.0
08:00:04.400,104.068424,30.66595,6.111281,0.0,0.0,0.0
08:00:04.500,104.068463,30.665933,6.250174,0.0,0.0,0.0
08:00:04.600,104.068502,30.665916,6.389066,0.0,0.0,0.0
08:00:04.700,104.068542,30.665899,6.527959,0.0,0.0,0.0
08:00:04.800,104.068581,30.665882,6.666852,0.0,0.0,0.0
08:00:04.900,104.06862,30.665865,6.805745,0.0,0.0,0.0
08:00:05.000,104.068659,30.665848,6.944637,0.0,0.0,0.0
08:00:05.100,104.068698,30.665831,7.08353,0.0,0.0,0.0
08:00:05.200,104.068737,30.665814,7.222423,0.0,0.0,0.0
08:00:05.300,104.068777,30.665796,7.361316,0.0,0.0,0.0
08:00:05.400,104.068816,30.665779,7.500208,0.0,0.0,0.0
08:00:05.500,104.068855,30.665762,7.639101,0.0,0.0,0.0
08:00:05.600,104.068894,30.665745,7.777994,0.0,0.0,0.0
08:00:05.700,104.068933,30.665728,7.916887,0.0,0.0,0.0
08:00:05.800,104.068973,30.665711,8.055779,0.0,0.0,0.0
08:00:05.900,104.069012,30.665694,8.194672,0.0,0.0,0.0
08:00:06.000,104.069051,30.665677,8.333565,0.0,0.0,0.0
08:00:06.100,104.06909,30.66566,8.472458,0.0,0.0,0.0
08:00:06.200,104.069129,30.665643,8.61135,0.0,0.0,0.0
08:00:06.300,104.069168,30.665626,8.750243,0.0,0.0,0.0
08:00:06.400,104.069208,30.665609,8.889136,0.0,0.0,0.0
08:00:06.500,104.069247,30.665592,9.028029,0.0,0.0,0.0
08:00:06.600,104.069286,30.665575,9.166921,0.0,0.0,0.0
08:00:06.700,104.069325,30.665558,9.305814,0.0,0.0,0.0
08:00:06.800,104.069364,30.665541,9.444707,0.0,0.0,0.0
08:00:06.900,104.069404,30.665524,9.5836,0.0,0.0,0.0
08:00:07.000,104.069443,30.665507,9.722492,0.0,0.0,0.0
08:00:07.100,104.069482,30.66549,9.861385,0.0,0.0,0.0
08:00:07.200,104.069521,30.665473,10.000278,0.0,0.0,0.0
08:00:07.300,104.06956,30.665456,10.139171,0.0,0.0,0.0
08:00:07.400,104.069599,30.665438,10.278063,0.0,0.0,0.0
08:00:07.500,104.069639,30.665421,10.416956,0.0,0.0,0.0
08:00:07.600,104.069678,30.665404,10.555849,0.0,0.0,0.0
08:00:07.700,104.069717,30.665387,10.694742,0.0,0.0,0.0
08:00:07.800,104.069756,30.66537,10.833634,0.0,0.0,0.0
08:00:07.900,104.069795,30.665353,10.972527,0.0,0.0,0.0
08:00:08.000,104.069835,30.665336,11.11142,0.0,0.0,0.0
08:00:08.100,104.069874,30.665319,11.250313,0.0,0.0,0.0
08:00:08.200,104.069913,30.665302,11.389205,0.0,0.0,0.0
08:00:08.300,104.069952,30.665285,11.528098,0.0,0.0,0.0
08:00:08.400,104.069991,30.665268,11.666991,0.0,0.0,0.0
08:00:08.500,104.07003,30.665251,11.805883,0.0,0.0,0.0
08:00:08.600,104.07007,30.665234,11.944776,0.0,0.0,0.0
08:00:08.700,104.070109,30.665217,12.083669,0.0,0.0,0.0
08:00:08.800,104.070148,30.6652,12.222562,0.0,0.0,0.0
08:00:08.900,104.070187,30.665183,12.361454,0.0,0.0,0.0
08:00:09.000,104.070226,30.665166,12.500347,0.0,0.0,0.0
08:00:09.100,104.070266,30.665149,12.63924,0.0,0.0,0.0
08:00:09.200,104.070305,30.665132,12.778133,0.0,0.0,0.0
08:00:09.300,104.070344,30.665115,12.917025,0.0,0.0,0.0
08:00:09.400,104.070383,30.665098,13.055918,0.0,0.0,0.0
08:00:09.500,104.070422,30.665081,13.194811,0.0,0.0,0.0
08:00:09.600,104.070461,30.665063,13.333704,0.0,0.0,0.0
08:00:09.700,104.070501,30.665046,13.472596,0.0,0.0,0.0
08:00:09.800,104.07054,30.665029,13.611489,0.0,0.0,0.0
08:00:09.900,104.070579,30.665012,13.750382,0.0,0.0,0.0
08:00:10.000,104.070618,30.664995,13.889275,0.0,0.0,0.0
08:00:10.100,104.070657,30.664978,14.028167,0.0,0.0,0.0
08:00:10.200,104.070697,30.664961,14.16706,0.0,0.0,0.0
08:00:10.300,104.070736,30.664944,14.305953,0.0,0.0,0.0
08:00:10.400,104.070775,30.664927,14.444846,0.0,0.0,0.0
08:00:10.500,104.070814,30.66491,14.583738,0.0,0.0,0.0
08:00:10.600,104.070853,30.664893,14.722631,0.0,0.0,0.0
08:00:10.700,104.070892,30.664876,14.861524,0.0,0.0,0.0
08:00:10.800,104.070932,30.664859,15.000417,0.0,0.0,0.0
08:00:10.900,104.070971,30.664842,15.139309,0.0,0.0,0.0
08:00:11.000,104.07101,30.664825,15.278202,0.0,0.0,0.0
08:00:11.100,104.071049,30.664808,15.417095,0.0,0.0,0.0
08:00:11.200,104.071088,30.664791,15.555988,0.0,0.0,0.0
08:00:11.300,104.071128,30.664774,15.69488,0.0,0.0,0.0
08:00:11.400,104.071167,30.664757,15.833773,0.0,0.0,0.0
08:00:11.500,104.071206,30.66474,15.972666,0.0,0.0,0.0
08:00:11.600,104.071245,30.664723,16.111559,0.0,0.0,0.0
08:00:11.700,104.071284,30.664705,16.250451,0.0,0.0,0.0
08:00:11.800,104.071323,30.664688,16.389344,0.0,0.0,0.0
08:00:11.900,104.071363,30.664671,16.528237,0.0,0.0,0.0
08:00:12.000,104.071402,30.664654,16.66713,0.0,0.0,0.0
08:00:12.100,104.071441,30.664637,16.806022,0.0,0.0,0.0
08:00:12.200,104.07148,30.66462,16.944915,0.0,0.0,0.0
08:00:12.300,104.071519,30.664603,17.083808,0.0,0.0,0.0
08:00:12.400,104.071559,30.664586,17.222701,0.0,0.0,0.0
